%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1517688568915053224,78,1517688557058825016,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688569920086105,79,1517688558050477027,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688570904093489,80,1517688559042301893,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688571943189463,81,1517688560065664052,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688572985339040,82,1517688561105396986,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688573985111390,83,1517688562097136974,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688574974253739,84,1517688563088901996,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688575963213751,85,1517688564064336061,/gps,0,1,21.3117966667,-157.88928,10.4,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688576964983966,86,1517688565088135957,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688577989244356,87,1517688566111773967,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688578969457424,88,1517688567103130102,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688580000697719,89,1517688568110985994,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688580960107821,90,1517688569086525917,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688581946910701,91,1517688570062165975,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688582916182317,92,1517688571037970066,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688583950831730,93,1517688572093619108,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688584909122798,94,1517688573053241968,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688585958759472,95,1517688574093034982,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688586957078728,96,1517688575100424051,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688587919098949,97,1517688576060230016,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688588967289287,98,1517688577099785089,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688589959849687,99,1517688578091674089,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688590906749251,100,1517688579051130056,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688591921140559,101,1517688580058768033,/gps,0,1,21.3117966667,-157.88928,10.5,0.5625,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,2.25,1
